id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,field21,eva_hrs_mission,total_eva_hrs
809,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,2,4,pilot,1996,STS-78,STS-78,STS-78,STS-78,405,0,0,0
810,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,3,4,commander,1997,STS-87,STS-87,STS-87,STS-87,376,0,0,0
811,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,4,4,commander,2000,STS-99,STS-99,STS-99,STS-99,269,0,0,0
812,331,211,"Weber, Mary E.","Weber, Mary E.",female,1962,U.S.,civilian,1992 NASA group,1992,1,2,MSP,1995,STS-70,STS-70,STS-70,STS-70,236,0,0,0
813,331,211,"Weber, Mary E.","Weber, Mary E.",female,1962,U.S.,civilian,1992 NASA group,1992,2,2,MSP,2000,STS-101,STS-101,STS-101,STS-101,214,0,0,0
814,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,1,3,commander,1995,20,Soyuz TM­22,Mir,Soyuz TM­22,4297,1,3.1,3.1
815,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,2,3,commander,2000,1,Soyuz TM­31,ISS,STS­102,3383,0,0,3.1
816,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,3,3,commander,2002,Soyuz  3,Soyuz TM­34,Soyuz TM­34,Soyuz TM­33,237,0,0,3.1
817,333,7,"Reiter, Thomas","Reiter, Thomas",male,1958,Germany,military,ESA-2/EAC,1992,1,2,flight engineer,1995,20,Soyuz TM-22,Mir,Soyuz TM-22,4297.6,2,8.35,14.25
818,333,7,"Reiter, Thomas","Reiter, Thomas",male,1958,Germany,military,ESA-2/EAC,1992,2,2,flight engineer,2006,13,STS-121,ISS,STS-116,4108,1,5.9,14.25
819,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 14,1992,1,4,MSP,1995,STS-69,STS-69,STS-69,STS-69,260.5,1,6.76,23.26
820,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 15,1992,2,4,MSP,1997,STS-83,STS-83,STS-83,STS-83,95.2,0,0,23.26
821,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 16,1992,3,4,MSP,1997,STS-94,STS-94,STS-94,STS-94,376.75,0,0,23.26
822,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 17,1992,4,4,MSP,2001,STS-104,STS-104,STS-104,STS-104,306.6,3,16.5,23.26
823,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,1,5,pilot,1995,STS-73,STS-73,STS-73,STS-73,381,0,0,0
824,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,2,5,pilot,1996,STS-80,STS-80,STS-80,STS-80,423,0,0,0
825,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,3,5,pilot,1997,STS-85,STS-85,STS-85,STS-85,55,0,0,0
826,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,4,5,commander,1999,STS-96,STS-96,STS-96,STS-96,235,0,0,0
827,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,5,5,commander,2001,STS-100,STS-100,STS-100,STS-100,285,0,0,0
828,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,1,3,MSP,1995,STS-73,STS-73,STS-73,STS-73,382,0,0,0
829,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,2,3,MSP,1999,STS-93,STS-93,STS-93,STS-93,119,0,0,0
830,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,3,3,flight engineer,2011,26,Soyuz TMA-20,ISS,Soyuz TMA-20,3823,0,0,0
831,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 14,1992,1,4,MSP,1995,STS-73,STS-73,STS-73,STS-73,381,0,0,67.67
832,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 15,1992,2,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309,2,14.05,67.67
833,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 16,1992,3,4,MSP,2002,STS-113,STS-113,STS-113,STS-113,330,3,19.92,67.67
834,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 17,1992,4,4,flight engineer,2007,14,Soyuz TMA-9,ISS,Soyuz TMA-9,5168,5,33.7,67.67
835,338,216,"Leslie, Fred Weldon","Leslie, Fred Weldon",male,1951,U.S.,civilian,PS for STS-73,1994,1,1,PSP,1995,STS-73,STS-73,STS-73,STS-73,382.02,0,0,0
836,339,217,"Sacco, Albert Jr.","Sacco, Albert Jr.",male,1949,U.S.,civilian,PS for STS-73,1994,1,1,PSP,1995,STS-73,STS-73,STS-73,STS-73,382.02,0,0,0
837,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,1,3,pilot,1995,STS-74,STS-74,STS-74,STS-74,196.5,0,0,14.83
838,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,2,3,pilot,2001,STS-100,STS-100,STS-100,STS-100,285.5,2,14.83,14.83
839,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,3,3,pilot,2012,34,Soyuz TMA-07M,ISS,Soyuz TMA-07M,3710.32,0,0,14.83
840,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 14,1992,1,4,pilot,1996,STS-72,STS-72,STS-72,STS-72,214,0,0,0
841,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 15,1992,2,4,pilot,1997,STS-81,STS-81,STS-81,STS-81,244,0,0,0
842,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 16,1992,3,4,commander,2000,STS-97,STS-97,STS-97,STS-97,259,0,0,0
843,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 17,1992,4,4,commander,2006,STS-115,STS-115,STS-115,STS-115,283,0,0,0
844,342,219,"Scott, Winston E.","Scott, Winston E.",male,1950,U.S.,military,1992 NASA group 14,1992,1,2,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,1,6.68,19.38
845,342,219,"Scott, Winston E.","Scott, Winston E.",male,1950,U.S.,military,1992 NASA group 14,1992,2,2,MSP,1997,STS-87,STS-87,STS-87,STS-87,376,2,12.7,19.38
846,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,1,4,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,0,0,0
847,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,2,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309.75,0,0,0
848,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,3,4,flight engineer,2009,18,STS-119,ISS,STS-127,3303,0,0,0
849,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,4,4,commander,2013,38,Soyuz TMA-11M,ISS,Soyuz TMA-11M,4509.75,0,0,0
850,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,1,3,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,1,6.15,25.82
851,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,2,3,MSP,1999,STS-96,STS-96,STS-96,STS-96,235,1,7.92,25.82
852,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,3,3,MSP,2001,STS-105,STS-105,STS-105,STS-105,285,2,11.75,25.82
853,345,84,"Onufrienko, Yuri",Юрий Иванович Онуфриенко,male,1961,U.S.S.R/Russia,military,TsPK-10,1989,1,2,commander,1996,21,Soyuz TM­23,Mir,Soyuz TM­23,4651,6,30.5,42.53
854,345,84,"Onufrienko, Yuri",Юрий Иванович Онуфриенко,male,1961,U.S.S.R/Russia,military,TsPK-11,1989,2,2,commander,2001,4,STS­108,ISS,STS­111,4699,2,12.03,42.53
855,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 14,1992,1,4,pilot,1996,STS-75,STS-75,STS-75,STS-75,378,0,0,0
856,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 15,1992,2,4,pilot,1997,STS-82,STS-82,STS-82,STS-82,277,0,0,0
857,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 16,1992,3,4,pilot,2000,STS-101,STS-101,STS-101,STS-101,237,0,0,0
858,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 17,1992,4,4,commander,2001,STS-105,STS-105,STS-105,STS-105,285,0,0,0
859,347,2,"Cheli, Maurizio","Cheli, Maurizio",male,1959,Italy,military,1992 ESA Group,1992,1,1,MSP,1996,STS-75,STS-75,STS-75,STS-75,377.68,0,0,0
860,348,3,"Guidoni, Umberto","Guidoni, Umberto",male,1954,Italy,civilian,1996 NASA Group,1996,1,2,MSP,1996,STS-75,STS-75,STS-75,STS-75,377.67,0,0,0
861,348,3,"Guidoni, Umberto","Guidoni, Umberto",male,1954,Italy,civilian,1996 NASA Group,1996,2,2,MSP,2001,STS-100,STS-100,STS-100,STS-100,285.5,0,0,0
862,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,1,4,MSP,1983,STS-77,STS-77,STS-77,STS-77,240,0,0,6.35
863,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,2,4,MSP,1998,24,STS-89,Mir,STS-91,3384,0,0,6.35
864,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,3,4,MSP,2001,STS-102,STS-102,STS-102,STS-102,307,1,6.35,6.35
865,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,4,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,0,0,6.35
866,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,1,4,MSP,1996,STS-78,STS-78,STS-78,STS-78,405,0,0,42.2
867,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,2,4,MSP,1998,STS-90,STS-90,STS-90,STS-90,382,0,0,42.2
868,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,3,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262,3,20.92,42.2
869,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,4,4,MSP,2008,STS-123,STS-123,STS-123,STS-123,378,3,21.28,42.2
870,351,224,"Brady, Charles E., Jr.","Brady, Charles E., Jr.",male,1951,U.S.,military,NASA- 14,1992,1,1,MSP,1996,STS-78,STS-78,STS-78,STS-78,405,0,0,0
871,352,6,"Favier, Jean-Jacques","Favier, Jean-Jacques",male,1949,France,civilian,CNES-2,1985,1,1,PSP,1996,STS-78,STS-78,STS-78,STS-78,405.8,0,0,0
872,353,5,Robert Thirsk,Robert Thirsk,male,1953,Canada,civilian,1983 NRC Group,1983,1,2,MSP,1996,STS-78,STS-78,STS-78,STS-78,405.8,0,0,0
873,353,5,Robert Thirsk,Robert Thirsk,male,1953,Canada,civilian,1983 NRC Group,1983,2,2,flight engineer,2009,20,Soyuz TMA-15,ISS,Soyuz TMA-15,4512,0,0,0
874,354,85,"Korzun, Valery",Валерий Григорьевич Корзун,male,1953,U.S.S.R/Russia,military,TsPK-8,1987,1,2,commander,1996,22,Soyuz TM­24,Mir,Soyuz TM­24,4721,2,12.6,22.33
875,354,85,"Korzun, Valery",Валерий Григорьевич Корзун,male,1953,U.S.S.R/Russia,military,TsPK-9,1987,2,2,commander,2002,5,STS­111,ISS,STS­113,4438,2,9.73,22.33
876,355,7,"André-Deshays, Claudie (Haigneré)","André-Deshays, Claudie (Haigneré)",female,1957,France,civilian,CNES-2/EAC,1985,1,2,MSP,1996,Soyuz TM-24/23,Soyuz TM-24,Soyuz TM-24,Soyuz TM-23,378.4,0,0,0
877,355,7,"André-Deshays, Claudie (Haigneré)","André-Deshays, Claudie (Haigneré)",female,1957,France,civilian,CNES-2/EAC,1985,2,2,flight engineer,2001,Soyuz TM-33/32,Soyuz TM-33,Soyuz TM-33,Soyuz TM-32,236,0,0,0
878,356,86,"Lazutkin, Aleksandr",Александр Иванович Лазуткин,male,1957,U.S.S.R/Russia,civilian,NPOE-10,1992,1,1,flight engineer,1997,23,Soyuz TM­25,Mir,Soyuz TM­25,4438,0,0,0
879,357,8,"Ewald, Reinhold","Ewald, Reinhold",male,1956,Germany,civilian,DLR-3/EAC,1990,1,1,MSP,1997,Soyuz TM-25/24,Soyuz TM-25,Soyuz TM-25,Soyuz TM-24,472.57,0,0,0
880,358,225,"Kilrain-Still, Susan L.","Kilrain-Still, Susan L.",female,1961,U.S.,military,NASA- 15,1995,1,2,pilot,1997,STS-83,STS-83,STS-83,STS-83,95,0,0,0
881,358,225,"Kilrain-Still, Susan L.","Kilrain-Still, Susan L.",female,1961,U.S.,military,NASA- 15,1995,2,2,pilot,1997,STS-94,STS-94,STS-94,STS-94,376,0,0,0
882,359,226,"Crouch, Roger Keith","Crouch, Roger Keith",male,1940,U.S.,civilian,PS for STS-42,1995,1,2,PSP,1997,STS-83,STS-83,STS-83,STS-83,95.54,0,0,0
883,359,226,"Crouch, Roger Keith","Crouch, Roger Keith",male,1940,U.S.,civilian,PS for STS-43,1995,2,2,PSP,1997,STS-94,STS-94,STS-94,STS-94,377.01,0,0,0
884,360,227,"Linteris, Gregory Thomas","Linteris, Gregory Thomas",male,1957,U.S.,civilian,PS for STS-42,1995,1,2,PSP,1997,STS-83,STS-83,STS-83,STS-83,95.54,0,0,0
885,360,227,"Linteris, Gregory Thomas","Linteris, Gregory Thomas",male,1957,U.S.,civilian,PS for STS-43,1995,2,2,PSP,1997,STS-94,STS-94,STS-94,STS-94,377.01,0,0,0
886,361,228,"Noriega, Carlos I.","Noriega, Carlos I.",male,1959,U.S.,military,NASA-15,1995,1,2,MSP,1997,STS-84,STS-84,STS-84,STS-84,221,0,0,19.33
887,361,228,"Noriega, Carlos I.","Noriega, Carlos I.",male,1959,U.S.,military,NASA-15,1995,2,2,MSP,2000,STS-97,STS-97,STS-97,STS-97,260,3,19.33,19.33
888,362,229,"Lu, Edward T.","Lu, Edward T.",male,1963,U.S.,civilian,NASA- 15,1995,1,3,MSP,1997,STS-84,STS-84,STS-84,STS-84,221,0,0,6.23
889,362,229,"Lu, Edward T.","Lu, Edward T.",male,1963,U.S.,civilian,NASA- 16,1995,2,3,MSP,2000,STS-106,STS-106,STS-106,STS-106,283,1,6.23,6.23
890,362,229,"Lu, Edward T.","Lu, Edward T.",male,1963,U.S.,civilian,NASA- 17,1995,3,3,flight engineer,2003,7,Soyuz TMA-2,ISS,Soyuz TMA-2,4439,0,0,6.23
891,363,87,"Vinogradov, Pavel",Павел Владимирович Виноградов,male,1953,U.S.S.R/Russia,civilian,NPOE-10,1992,1,3,flight engineer,1997,24,Soyuz TM­26,Mir,Soyuz TM­26,4745,5,25.27,38.4
892,363,87,"Vinogradov, Pavel",Павел Владимирович Виноградов,male,1953,U.S.S.R/Russia,civilian,NPOE-10,1992,2,3,commander,2006,13,Soyuz TMA­8,ISS,Soyuz TMA­8,4390,1,6.52,38.4
893,363,87,"Vinogradov, Pavel",Павел Владимирович Виноградов,male,1953,U.S.S.R/Russia,civilian,NPOE-10,1992,3,3,commander,2013,35,Soyuz TMA­08M,ISS,Soyuz TMA­08M,3990,1,6.62,38.4
894,364,230,"Curbeam, Robert L., Jr.","Curbeam, Robert L., Jr.",male,1962,U.S.,military,NASA- 15,1994,1,3,MSP,1997,STS-85,STS-85,STS-85,STS-85,284,0,0,45.55
895,364,230,"Curbeam, Robert L., Jr.","Curbeam, Robert L., Jr.",male,1962,U.S.,military,NASA- 15,1994,2,3,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,3,19.82,45.55
896,364,230,"Curbeam, Robert L., Jr.","Curbeam, Robert L., Jr.",male,1962,U.S.,military,NASA- 15,1994,3,3,MSP,2006,STS-116,STS-116,STS-116,STS-116,309,4,24.75,45.55
897,365,231,"Robinson, Stephen K.","Robinson, Stephen K.",male,1955,U.S.,civilian,NASA-15,1994,1,4,MSP,1997,STS-85,STS-85,STS-85,STS-85,284,0,0,20.08
898,365,231,"Robinson, Stephen K.","Robinson, Stephen K.",male,1955,U.S.,civilian,NASA-15,1994,2,4,MSP,1998,STS-95,STS-95,STS-95,STS-95,213,0,0,20.08
899,365,231,"Robinson, Stephen K.","Robinson, Stephen K.",male,1955,U.S.,civilian,NASA-15,1994,3,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,3,20.08,20.08
900,365,231,"Robinson, Stephen K.","Robinson, Stephen K.",male,1955,U.S.,civilian,NASA-15,1994,4,4,MSP,2010,STS-130,STS-130,STS-130,STS-130,330,0,0,20.08
901,366,6,Bjarni Tryggvason,Bjarni Tryggvason,male,1945,Canada,civilian,1983 NRC Group,1983,1,1,PSP,1997,STS-85,STS-85,STS-85,STS-85,284,0,0,0
902,367,232,"Bloomfield, Michael J.","Bloomfield, Michael J.",male,1959,U.S.,military,NASA- 15,1994,1,3,pilot,1997,STS-86,STS-86,STS-86,STS-86,259,0,0,0
903,367,232,"Bloomfield, Michael J.","Bloomfield, Michael J.",male,1959,U.S.,military,NASA- 15,1994,2,3,pilot,2000,STS-97,STS-97,STS-97,STS-97,260,0,0,0
904,367,232,"Bloomfield, Michael J.","Bloomfield, Michael J.",male,1959,U.S.,military,NASA- 15,1994,3,3,commander,2002,STS-110,STS-110,STS-110,STS-110,260,0,0,0
905,368,233,"Lindsey, Steven W.","Lindsey, Steven W.",male,1960,U.S.,military,NASA- 15,1995,1,5,pilot,1997,STS-87,STS-87,STS-87,STS-87,376,0,0,0
906,368,233,"Lindsey, Steven W.","Lindsey, Steven W.",male,1960,U.S.,military,NASA- 16,1995,2,5,pilot,1998,STS-95,STS-95,STS-95,STS-95,213,0,0,0
907,368,233,"Lindsey, Steven W.","Lindsey, Steven W.",male,1960,U.S.,military,NASA- 17,1995,3,5,commander,2002,STS-104,STS-104,STS-104,STS-104,306,0,0,0
908,368,233,"Lindsey, Steven W.","Lindsey, Steven W.",male,1960,U.S.,military,NASA- 18,1995,4,5,commander,2006,STS-121,STS-121,STS-121,STS-121,306,0,0,0
909,368,233,"Lindsey, Steven W.","Lindsey, Steven W.",male,1960,U.S.,military,NASA- 19,1995,5,5,commander,2011,STS-133,STS-133,STS-133,STS-133,307,0,0,0
910,369,234,"Chawla, Kalpana","Chawla, Kalpana",female,1962,U.S.,civilian,NASA- 16,1994,1,2,MSP,1997,STS-87,STS-87,STS-87,STS-87,376,0,0,0
911,369,234,"Chawla, Kalpana","Chawla, Kalpana",female,1962,U.S.,civilian,NASA- 16,1994,2,2,MSP,2003,STS-107,STS-107,STS-107,Exploded,382,0,0,0
912,370,5,"Doi, Takao",土井隆雄,male,1954,Japan,civilian,NASDA-1,1985,1,2,MSP,1997,STS-87,STS-87,STS-87,STS-87,376.5,2,12.7,12.7
913,370,5,"Doi, Takao",土井隆雄,male,1954,Japan,civilian,NASDA-1,1985,2,2,MSP,2008,STS-123,STS-123,STS-123,STS-123,378.3,0,0,12.7
